sample_id,task,format,condition,final_estimate,threshold,lower_bound,upper_bound,bound_violation
main:giraffes:bounded:below_good:0028,giraffes,bounded,below_good,18720000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0030,giraffes,bounded,below_good,17550000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0031,giraffes,bounded,below_good,17300000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0033,giraffes,bounded,below_good,19120000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0035,giraffes,bounded,below_good,22000000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0034,giraffes,bounded,below_good,18954000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0032,giraffes,bounded,below_good,18135000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0036,giraffes,bounded,below_good,18150000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0039,giraffes,bounded,below_good,20650000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0040,giraffes,bounded,below_good,15500000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0038,giraffes,bounded,below_good,10700000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0042,giraffes,bounded,below_good,21500000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0037,giraffes,bounded,below_good,22700000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0041,giraffes,bounded,below_good,20475000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0044,giraffes,bounded,below_good,15800000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0045,giraffes,bounded,below_good,17000000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0046,giraffes,bounded,below_good,12400000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0043,giraffes,bounded,below_good,15000000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0048,giraffes,bounded,below_good,13100000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0049,giraffes,bounded,below_good,14250000,17550000.0,8775000,26325000,False
main:giraffes:bounded:below_good:0047,giraffes,bounded,below_good,17500000,17550000.0,8775000,26325000,False
main:zills:unrestricted:baseline:0003,zills,unrestricted,baseline,500,720.0,,,False
main:zills:unrestricted:baseline:0001,zills,unrestricted,baseline,600,720.0,,,False
main:zills:unrestricted:baseline:0004,zills,unrestricted,baseline,400,720.0,,,False
main:zills:unrestricted:baseline:0002,zills,unrestricted,baseline,600,720.0,,,False
main:zills:unrestricted:baseline:0006,zills,unrestricted,baseline,420,720.0,,,False
main:zills:unrestricted:baseline:0000,zills,unrestricted,baseline,360,720.0,,,False
main:zills:unrestricted:baseline:0005,zills,unrestricted,baseline,1200,720.0,,,False
main:zills:unrestricted:baseline:0008,zills,unrestricted,baseline,1070,720.0,,,False
main:zills:unrestricted:baseline:0007,zills,unrestricted,baseline,990,720.0,,,False
main:zills:unrestricted:baseline:0009,zills,unrestricted,baseline,1000,720.0,,,False
main:zills:unrestricted:baseline:0011,zills,unrestricted,baseline,1050,720.0,,,False
main:zills:unrestricted:baseline:0012,zills,unrestricted,baseline,600,720.0,,,False
main:zills:unrestricted:baseline:0013,zills,unrestricted,baseline,395,720.0,,,False
main:zills:unrestricted:baseline:0014,zills,unrestricted,baseline,850,720.0,,,False
main:zills:unrestricted:baseline:0010,zills,unrestricted,baseline,750,720.0,,,False
main:zills:unrestricted:baseline:0017,zills,unrestricted,baseline,920,720.0,,,False
main:zills:unrestricted:baseline:0016,zills,unrestricted,baseline,1050,720.0,,,False
main:zills:unrestricted:baseline:0015,zills,unrestricted,baseline,1150,720.0,,,False
main:zills:unrestricted:baseline:0019,zills,unrestricted,baseline,600,720.0,,,False
main:zills:unrestricted:baseline:0020,zills,unrestricted,baseline,480,720.0,,,False
main:zills:unrestricted:baseline:0022,zills,unrestricted,baseline,1200,720.0,,,False
main:zills:unrestricted:baseline:0021,zills,unrestricted,baseline,650,720.0,,,False
main:zills:unrestricted:baseline:0018,zills,unrestricted,baseline,1400,720.0,,,False
main:zills:unrestricted:baseline:0024,zills,unrestricted,baseline,750,720.0,,,False
main:zills:unrestricted:baseline:0023,zills,unrestricted,baseline,350,720.0,,,False
main:zills:unrestricted:baseline:0027,zills,unrestricted,baseline,720,720.0,,,False
main:zills:unrestricted:baseline:0025,zills,unrestricted,baseline,950,720.0,,,False
main:zills:unrestricted:baseline:0029,zills,unrestricted,baseline,720,720.0,,,False
main:zills:unrestricted:baseline:0026,zills,unrestricted,baseline,600,720.0,,,False
main:zills:unrestricted:baseline:0031,zills,unrestricted,baseline,670,720.0,,,False
main:zills:unrestricted:baseline:0030,zills,unrestricted,baseline,600,720.0,,,False
main:zills:unrestricted:baseline:0028,zills,unrestricted,baseline,1100,720.0,,,False
main:zills:unrestricted:baseline:0032,zills,unrestricted,baseline,900,720.0,,,False
main:zills:unrestricted:baseline:0033,zills,unrestricted,baseline,450,720.0,,,False
main:zills:unrestricted:baseline:0034,zills,unrestricted,baseline,425,720.0,,,False
main:zills:unrestricted:baseline:0036,zills,unrestricted,baseline,500,720.0,,,False
main:zills:unrestricted:baseline:0037,zills,unrestricted,baseline,750,720.0,,,False
main:zills:unrestricted:baseline:0038,zills,unrestricted,baseline,1000,720.0,,,False
main:zills:unrestricted:baseline:0039,zills,unrestricted,baseline,600,720.0,,,False
main:zills:unrestricted:baseline:0041,zills,unrestricted,baseline,720,720.0,,,False
main:zills:unrestricted:baseline:0040,zills,unrestricted,baseline,250,720.0,,,False
main:zills:unrestricted:baseline:0042,zills,unrestricted,baseline,330,720.0,,,False
main:zills:unrestricted:baseline:0045,zills,unrestricted,baseline,850,720.0,,,False
main:zills:unrestricted:baseline:0043,zills,unrestricted,baseline,800,720.0,,,False
main:zills:unrestricted:baseline:0044,zills,unrestricted,baseline,1000,720.0,,,False
main:zills:unrestricted:baseline:0035,zills,unrestricted,baseline,875,720.0,,,False
main:zills:unrestricted:baseline:0047,zills,unrestricted,baseline,750,720.0,,,False
main:zills:unrestricted:baseline:0048,zills,unrestricted,baseline,520,720.0,,,False
main:zills:unrestricted:baseline:0046,zills,unrestricted,baseline,1100,720.0,,,False
main:zills:unrestricted:baseline:0049,zills,unrestricted,baseline,600,720.0,,,False
main:zills:unrestricted:above_good:0002,zills,unrestricted,above_good,1500,720.0,,,False
main:zills:unrestricted:above_good:0001,zills,unrestricted,above_good,718,720.0,,,False
main:zills:unrestricted:above_good:0000,zills,unrestricted,above_good,695,720.0,,,False
main:zills:unrestricted:above_good:0004,zills,unrestricted,above_good,730,720.0,,,False
main:zills:unrestricted:above_good:0003,zills,unrestricted,above_good,718,720.0,,,False
main:zills:unrestricted:above_good:0005,zills,unrestricted,above_good,750,720.0,,,False
main:zills:unrestricted:above_good:0006,zills,unrestricted,above_good,740,720.0,,,False
main:zills:unrestricted:above_good:0007,zills,unrestricted,above_good,720,720.0,,,False
main:zills:unrestricted:above_good:0010,zills,unrestricted,above_good,500,720.0,,,False
main:zills:unrestricted:above_good:0009,zills,unrestricted,above_good,720,720.0,,,False
main:zills:unrestricted:above_good:0011,zills,unrestricted,above_good,738,720.0,,,False
main:zills:unrestricted:above_good:0008,zills,unrestricted,above_good,730,720.0,,,False
main:zills:unrestricted:above_good:0013,zills,unrestricted,above_good,678,720.0,,,False
main:zills:unrestricted:above_good:0012,zills,unrestricted,above_good,684,720.0,,,False
main:zills:unrestricted:above_good:0014,zills,unrestricted,above_good,700,720.0,,,False
main:zills:unrestricted:above_good:0015,zills,unrestricted,above_good,730,720.0,,,False
main:zills:unrestricted:above_good:0018,zills,unrestricted,above_good,760,720.0,,,False
main:zills:unrestricted:above_good:0017,zills,unrestricted,above_good,500,720.0,,,False
main:zills:unrestricted:above_good:0019,zills,unrestricted,above_good,820,720.0,,,False
main:zills:unrestricted:above_good:0020,zills,unrestricted,above_good,750,720.0,,,False
main:zills:unrestricted:above_good:0016,zills,unrestricted,above_good,718,720.0,,,False
main:zills:unrestricted:above_good:0021,zills,unrestricted,above_good,715,720.0,,,False
main:zills:unrestricted:above_good:0023,zills,unrestricted,above_good,780,720.0,,,False
main:zills:unrestricted:above_good:0022,zills,unrestricted,above_good,740,720.0,,,False
main:zills:unrestricted:above_good:0025,zills,unrestricted,above_good,750,720.0,,,False
main:zills:unrestricted:above_good:0024,zills,unrestricted,above_good,724,720.0,,,False
main:zills:unrestricted:above_good:0026,zills,unrestricted,above_good,650,720.0,,,False
main:zills:unrestricted:above_good:0028,zills,unrestricted,above_good,720,720.0,,,False
main:zills:unrestricted:above_good:0030,zills,unrestricted,above_good,785,720.0,,,False
main:zills:unrestricted:above_good:0031,zills,unrestricted,above_good,800,720.0,,,False
main:zills:unrestricted:above_good:0032,zills,unrestricted,above_good,820,720.0,,,False
main:zills:unrestricted:above_good:0034,zills,unrestricted,above_good,700,720.0,,,False
main:zills:unrestricted:above_good:0029,zills,unrestricted,above_good,716,720.0,,,False
main:zills:unrestricted:above_good:0035,zills,unrestricted,above_good,740,720.0,,,False
main:zills:unrestricted:above_good:0027,zills,unrestricted,above_good,680,720.0,,,False
main:zills:unrestricted:above_good:0038,zills,unrestricted,above_good,720,720.0,,,False
main:zills:unrestricted:above_good:0037,zills,unrestricted,above_good,713,720.0,,,False
main:zills:unrestricted:above_good:0036,zills,unrestricted,above_good,701,720.0,,,False
main:zills:unrestricted:above_good:0033,zills,unrestricted,above_good,714,720.0,,,False
main:zills:unrestricted:above_good:0041,zills,unrestricted,above_good,712,720.0,,,False
main:zills:unrestricted:above_good:0039,zills,unrestricted,above_good,740,720.0,,,False
main:zills:unrestricted:above_good:0040,zills,unrestricted,above_good,715,720.0,,,False
main:zills:unrestricted:above_good:0042,zills,unrestricted,above_good,1375,720.0,,,False
main:zills:unrestricted:above_good:0045,zills,unrestricted,above_good,710,720.0,,,False
main:zills:unrestricted:above_good:0046,zills,unrestricted,above_good,765,720.0,,,False
main:zills:unrestricted:above_good:0044,zills,unrestricted,above_good,698,720.0,,,False
main:zills:unrestricted:above_good:0043,zills,unrestricted,above_good,625,720.0,,,False
main:zills:unrestricted:above_good:0047,zills,unrestricted,above_good,580,720.0,,,False
main:zills:unrestricted:above_good:0048,zills,unrestricted,above_good,685,720.0,,,False
main:zills:unrestricted:above_good:0049,zills,unrestricted,above_good,680,720.0,,,False
main:zills:unrestricted:below_good:0001,zills,unrestricted,below_good,650,720.0,,,False
main:zills:unrestricted:below_good:0002,zills,unrestricted,below_good,620,720.0,,,False
main:zills:unrestricted:below_good:0000,zills,unrestricted,below_good,640,720.0,,,False
main:zills:unrestricted:below_good:0003,zills,unrestricted,below_good,670,720.0,,,False
main:zills:unrestricted:below_good:0005,zills,unrestricted,below_good,640,720.0,,,False
main:zills:unrestricted:below_good:0006,zills,unrestricted,below_good,680,720.0,,,False
main:zills:unrestricted:below_good:0008,zills,unrestricted,below_good,705,720.0,,,False
main:zills:unrestricted:below_good:0007,zills,unrestricted,below_good,735,720.0,,,False
main:zills:unrestricted:below_good:0004,zills,unrestricted,below_good,680,720.0,,,False
main:zills:unrestricted:below_good:0009,zills,unrestricted,below_good,710,720.0,,,False
main:zills:unrestricted:below_good:0011,zills,unrestricted,below_good,718,720.0,,,False
main:zills:unrestricted:below_good:0010,zills,unrestricted,below_good,600,720.0,,,False
main:zills:unrestricted:below_good:0014,zills,unrestricted,below_good,715,720.0,,,False
main:zills:unrestricted:below_good:0015,zills,unrestricted,below_good,720,720.0,,,False
main:zills:unrestricted:below_good:0013,zills,unrestricted,below_good,720,720.0,,,False
main:zills:unrestricted:below_good:0012,zills,unrestricted,below_good,320,720.0,,,False
main:zills:unrestricted:below_good:0016,zills,unrestricted,below_good,702,720.0,,,False
main:zills:unrestricted:below_good:0017,zills,unrestricted,below_good,690,720.0,,,False
main:zills:unrestricted:below_good:0019,zills,unrestricted,below_good,520,720.0,,,False
main:zills:unrestricted:below_good:0018,zills,unrestricted,below_good,718,720.0,,,False
main:zills:unrestricted:below_good:0020,zills,unrestricted,below_good,550,720.0,,,False
main:zills:unrestricted:below_good:0023,zills,unrestricted,below_good,700,720.0,,,False
main:zills:unrestricted:below_good:0022,zills,unrestricted,below_good,450,720.0,,,False
main:zills:unrestricted:below_good:0021,zills,unrestricted,below_good,718,720.0,,,False
main:zills:unrestricted:below_good:0025,zills,unrestricted,below_good,710,720.0,,,False
main:zills:unrestricted:below_good:0024,zills,unrestricted,below_good,400,720.0,,,False
main:zills:unrestricted:below_good:0026,zills,unrestricted,below_good,735,720.0,,,False
main:zills:unrestricted:below_good:0027,zills,unrestricted,below_good,680,720.0,,,False
main:zills:unrestricted:below_good:0029,zills,unrestricted,below_good,712,720.0,,,False
main:zills:unrestricted:below_good:0030,zills,unrestricted,below_good,710,720.0,,,False
main:zills:unrestricted:below_good:0031,zills,unrestricted,below_good,690,720.0,,,False
main:zills:unrestricted:below_good:0028,zills,unrestricted,below_good,340,720.0,,,False
main:zills:unrestricted:below_good:0034,zills,unrestricted,below_good,680,720.0,,,False
main:zills:unrestricted:below_good:0032,zills,unrestricted,below_good,660,720.0,,,False
main:zills:unrestricted:below_good:0033,zills,unrestricted,below_good,680,720.0,,,False
main:zills:unrestricted:below_good:0036,zills,unrestricted,below_good,725,720.0,,,False
main:zills:unrestricted:below_good:0035,zills,unrestricted,below_good,712,720.0,,,False
main:zills:unrestricted:below_good:0039,zills,unrestricted,below_good,720,720.0,,,False
main:zills:unrestricted:below_good:0038,zills,unrestricted,below_good,950,720.0,,,False
main:zills:unrestricted:below_good:0037,zills,unrestricted,below_good,710,720.0,,,False
main:zills:unrestricted:below_good:0042,zills,unrestricted,below_good,680,720.0,,,False
main:zills:unrestricted:below_good:0041,zills,unrestricted,below_good,680,720.0,,,False
main:zills:unrestricted:below_good:0043,zills,unrestricted,below_good,718,720.0,,,False
main:zills:unrestricted:below_good:0045,zills,unrestricted,below_good,700,720.0,,,False
main:zills:unrestricted:below_good:0047,zills,unrestricted,below_good,580,720.0,,,False
main:zills:unrestricted:below_good:0044,zills,unrestricted,below_good,656,720.0,,,False
main:zills:unrestricted:below_good:0046,zills,unrestricted,below_good,655,720.0,,,False
main:zills:unrestricted:below_good:0040,zills,unrestricted,below_good,695,720.0,,,False
main:zills:unrestricted:below_good:0049,zills,unrestricted,below_good,705,720.0,,,False
main:zills:unrestricted:below_good:0048,zills,unrestricted,below_good,715,720.0,,,False
main:zills:bounded:baseline:0002,zills,bounded,baseline,640,720.0,360,1080,False
